Entity,Code,Year,All malignant cancers combined,Brain and nervous system cancers,Leukemia,Lymphomas and multiple myeloma
South Korea,KOR,1988,4.496714,1.2903053,2.2042716,0.058927517
South Korea,KOR,1989,4.7709203,1.3973176,2.6713426,0.2561694
South Korea,KOR,1990,4.795558,0.6043485,1.7006086,0.29514694
South Korea,KOR,1991,3.8691435,0.4482619,2.125629,0.34704146
South Korea,KOR,1992,4.339664,1.2925848,2.3028808,0.3862897
South Korea,KOR,1993,4.341604,1.4080455,2.0136566,0.37850687
South Korea,KOR,1994,4.5097795,0.97449565,2.436239,0.45679483
South Korea,KOR,1995,4.5945387,0.98659134,2.077821,0.26907036
South Korea,KOR,1996,4.2239227,0.71062684,1.9098096,0.38492286
South Korea,KOR,1997,3.7328668,0.8663094,2.0409663,0.27898097
South Korea,KOR,1998,4.048583,0.8784516,1.2737548,0.11712688
South Korea,KOR,1999,3.3636165,0.8653691,1.5107291,0.112547435
South Korea,KOR,2000,3.9284055,0.80781496,1.5128171,0.24968825
South Korea,KOR,2001,3.921277,0.8461082,1.4695563,0.17812805
South Korea,KOR,2002,3.7512124,0.9009591,1.2979919,0.24432789
South Korea,KOR,2003,3.2301197,0.99683243,1.1234144,0.20511916
South Korea,KOR,2004,2.9500318,0.772116,1.544232,0.229992
South Korea,KOR,2005,3.19875,0.8920826,1.3552792,0.18870977
South Korea,KOR,2006,2.9236298,0.7359304,1.2564665,0.3230914
South Korea,KOR,2007,3.2660553,0.83944327,1.585615,0.2849468
South Korea,KOR,2008,2.4869916,0.8295006,1.2731869,0.10578648
South Korea,KOR,2009,2.222834,0.6986145,1.0379416,0.21952495
South Korea,KOR,2010,2.4615066,0.66136,0.74403,0.16534
South Korea,KOR,2011,2.4123948,0.721311,0.97589135,0.16972023
South Korea,KOR,2012,2.4675794,0.94224066,0.8994115,0.1705487
South Korea,KOR,2013,2.1547365,0.90440744,0.71060586,0.119018614
South Korea,KOR,2014,2.2698624,0.69482553,0.71653885,0.1302798
South Korea,KOR,2015,1.5251831,0.6094523,0.71828306,0.2396871
South Korea,KOR,2016,1.9994506,0.6111726,0.9604141,0.21571048
South Korea,KOR,2017,2.0032222,0.71142715,0.53357035,0.072669305
South Korea,KOR,2018,1.9707075,0.8702626,0.80155766,0.08545811
South Korea,KOR,2019,1.429234,0.8742157,0.49617648,0.06239121
South Korea,KOR,2020,1.9870548,0.5164748,0.47544473,0.13206798
South Korea,KOR,2021,2.4710104,0.7770117,0.31063458,0.04425459
South Korea,KOR,2022,1.7389114,0.9328906,0.53011394,0.20615542
Spain,ESP,1951,0.982906,,0.16831475,0.09053871
Spain,ESP,1952,2.39899,,1.3551666,0.37643516
Spain,ESP,1953,2.240664,,1.4771878,0.31276062
Spain,ESP,1954,2.246732,,2.1185653,0.35309422
Spain,ESP,1955,3.3064516,,2.1959772,0.5536077
Spain,ESP,1956,3.4276605,,2.2291248,0.3654303
Spain,ESP,1957,3.821907,,2.5149267,0.32540166
Spain,ESP,1958,4.2851577,,3.3148181,0.52387667
Spain,ESP,1959,3.3513098,,2.945874,0.3988036
Spain,ESP,1960,5.909264,,3.5858674,0.5140372
Spain,ESP,1961,4.589917,,3.7552156,0.5457026
Spain,ESP,1962,4.5302634,,3.7457044,0.61645156
Spain,ESP,1963,4.9794083,,3.6648343,0.67352664
Spain,ESP,1964,5.145414,,3.3284144,0.47997046
Spain,ESP,1965,4.271917,,3.4849951,0.5485641
Spain,ESP,1966,5.1692758,,3.990423,0.7501995
Spain,ESP,1967,5.527029,,3.9624279,0.69460887
Spain,ESP,1968,5.8499775,,4.0899796,0.75089467
Spain,ESP,1969,5.82472,,3.884941,0.8093627
Spain,ESP,1970,5.835394,,3.2277882,0.8648619
Spain,ESP,1971,6.6598864,,2.9929035,0.84850353
Spain,ESP,1972,6.776348,,3.5363092,0.71346587
Spain,ESP,1973,5.2876143,,2.8671403,0.7090777
Spain,ESP,1974,5.835342,,3.0013769,0.69619566
Spain,ESP,1975,5.8061495,,3.5815735,0.60207486
Spain,ESP,1976,6.5252852,,3.06504,0.56316876
Spain,ESP,1977,5.1944013,,3.1477776,0.5195361
Spain,ESP,1978,6.5783377,,2.5227814,0.87150633
Spain,ESP,1979,6.3046637,,2.4918094,0.50960606
Spain,ESP,1980,6.198035,1.549883,2.278328,0.68194854
Spain,ESP,1981,6.287787,1.3005139,2.521728,0.698324
Spain,ESP,1982,5.714977,1.5585934,2.6950676,0.69811994
Spain,ESP,1983,5.682509,1.303476,2.7907753,0.5514706
Spain,ESP,1984,5.4973426,1.2421288,2.2772362,0.37953937
Spain,ESP,1985,4.3410945,0.73040813,2.333743,0.5522598
Spain,ESP,1986,4.37557,0.53916377,1.5988994,0.6135312
Spain,ESP,1987,4.8284082,0.65920854,2.0164027,0.27473688
Spain,ESP,1988,3.829761,0.7063238,1.6986512,0.5055509
Spain,ESP,1989,4.372444,0.5893744,1.5997306,0.41456506
Spain,ESP,1990,4.292538,0.742277,2.0085144,0.4793634
Spain,ESP,1991,4.1456323,0.8925251,2.0248835,0.31498188
Spain,ESP,1992,3.8561313,0.81623137,1.7257463,0.53891754
Spain,ESP,1993,3.7388554,0.72034,1.9600053,0.4502715
Spain,ESP,1994,4.37142,0.9766155,1.771087,0.36897647
Spain,ESP,1995,3.75598,0.77711767,1.6795769,0.22170492
Spain,ESP,1996,4.4783545,0.8884376,1.5738038,0.27922326
Spain,ESP,1997,3.2556322,0.61473835,1.2807049,0.34082195
Spain,ESP,1998,4.26072,0.6697061,1.8545707,0.25379422
Spain,ESP,1999,3.2702136,0.81717205,1.2634764,0.2141556
Spain,ESP,2000,3.1236494,0.82271516,1.2402953,0.11753073
Spain,ESP,2001,3.0718946,0.7075904,1.2317314,0.20965642
Spain,ESP,2002,2.5592115,1.0527481,1.2324855,0.31605443
Spain,ESP,2003,3.6110756,0.8259562,1.3515648,0.1547708
Spain,ESP,2004,2.7669551,0.7561752,1.0001026,0.21953474
Spain,ESP,2005,3.2625394,0.49919048,1.1172358,0.23770975
Spain,ESP,2006,3.2792387,0.60188055,1.2500596,0.23332183
Spain,ESP,2007,3.3699129,0.6505438,0.987032,0.10048968
Spain,ESP,2008,2.4382746,0.95568657,0.69504476,0.21898705
Spain,ESP,2009,2.9467373,0.55189264,0.84906566,0.0950811
Spain,ESP,2010,3.2409048,0.83414,0.8967005,0.093254656
Spain,ESP,2011,2.6837626,0.7830386,0.55904186,0.14493679
Spain,ESP,2012,2.5284245,0.8218308,0.8218308,0.12398528
Spain,ESP,2013,2.2260232,0.8498401,0.7254732,0.06832123
Spain,ESP,2014,2.5362575,0.8818101,0.8188237,0.04605631
Spain,ESP,2015,2.4514716,0.74417436,0.85048497,0.11668121
Spain,ESP,2016,2.5329623,0.79802954,0.6254826,0.070983134
Spain,ESP,2017,2.3142838,0.8990792,0.70172036,0.14409533
Spain,ESP,2018,1.980459,0.9778177,0.6265754,0.073336326
Spain,ESP,2019,2.6600149,0.7311573,0.5940653,0.04981618
Spain,ESP,2020,2.3251314,0.79383147,0.7237875,0.08647149
Spain,ESP,2021,2.6099026,0.6999321,1.0136948,0.06477657
Spain,ESP,2022,2.5361722,0.6746717,0.76753914,0.099037305
Spain,ESP,2023,2.590842,0.9864811,0.7044094,0.20828329
Sri Lanka,LKA,1955,1.7307693,,0.74142724,0.11061947
Sri Lanka,LKA,1956,2.004008,,0.49335864,0.16977929
Sri Lanka,LKA,1957,0.87890625,,0.44378698,0.110946745
Sri Lanka,LKA,1958,2.478551,,0.46931407,0.08143654
Sri Lanka,LKA,1959,2.5092938,,0.5279831,0.07983395
Sri Lanka,LKA,1960,1.897019,,0.51369864,0.15325671
Sri Lanka,LKA,1961,1.7605634,,0.73333335,0
Sri Lanka,LKA,1962,2.3993144,,0.58403635,0.19467878
Sri Lanka,LKA,1963,2.3294258,,0.6538298,0.31468806
Sri Lanka,LKA,1964,3.0263033,,1.0218164,0.24213628
Sri Lanka,LKA,1965,2.7197256,,1.0048373,0.23748875
Sri Lanka,LKA,1966,3.3615386,,0.99321276,0.57184976
Sri Lanka,LKA,1967,3.6885245,,1.1641444,0.064848736
Sri Lanka,LKA,1968,4.0666666,,1.306076,0.22714368
Sri Lanka,LKA,1977,3.0897868,,1.1448028,0.1675321
Sri Lanka,LKA,1980,2.1925135,0.2577984,1.0569735,0.23021583
Sri Lanka,LKA,1981,2.0483193,0.2786221,1.3171226,0.22796352
Sri Lanka,LKA,1982,2.0231214,,,1.6533481
Sri Lanka,LKA,1983,3.133903,0.16291067,1.846321,0.16291067
Sri Lanka,LKA,1984,3.3802817,0.05630631,1.5025489,0.16098739
Sri Lanka,LKA,1985,2.4417315,0.17873101,1.2424002,0.14894252
Sri Lanka,LKA,1986,2.5622854,0.23417148,1.8703241,0.12988362
Sri Lanka,LKA,1996,3.617306,0.16160132,2.060297,0.26116443
Sri Lanka,LKA,1997,3.899818,0.5288995,1.9980649,0.51666844
Sri Lanka,LKA,1998,3.7654898,0.46379778,2.025973,0.2981557
Sri Lanka,LKA,1999,2.9456215,0.30149692,2.501997,0.23449762
Sri Lanka,LKA,2000,3.1779876,0.3947859,2.065034,0.13506167
Sri Lanka,LKA,2001,4.001144,0.6098193,1.795478,0.121727325
Sri Lanka,LKA,2002,4.054502,0.2711222,1.5477871,0.30348766
Sri Lanka,LKA,2003,2.94935,0.45231187,1.6584768,0.13508032
Sri Lanka,LKA,2004,3.821269,0.36956704,2.0053673,0.3891011
Sri Lanka,LKA,2005,3.666825,0.5944888,1.6348442,0.2972444
Sri Lanka,LKA,2006,4.054403,0.52648866,1.6419427,0.13162215
Sri Lanka,LKA,2007,3.0202692,0.29252073,0.928594,0.29018563
Sri Lanka,LKA,2009,3.9560213,0.5431048,1.8865745,0.25486082
Sri Lanka,LKA,2010,3.6926553,0.73921746,1.1941205,0.12648317
Sri Lanka,LKA,2011,3.738272,0.6250526,1.0512247,0.1420574
Sri Lanka,LKA,2012,2.914358,0.65389764,0.9666313,0.31549305
Sri Lanka,LKA,2013,2.9992633,0.51290846,1.1967864,0.17096949
Sri Lanka,LKA,2014,3.9720933,0.7438092,1.0584978,0.14304022
Sri Lanka,LKA,2015,3.7015145,0.47820607,1.207775,0.19128244
Sri Lanka,LKA,2019,2.7256048,0.620563,1.241126,0.1957723
Suriname,SUR,1963,7.986795,,2.0501466,0
Suriname,SUR,1964,5.116267,,3.1993856,2.027205
Suriname,SUR,1965,0,,6.00769,3.7530494
Suriname,SUR,1966,2.319809,,4.181756,1.8768768
Suriname,SUR,1971,0,,3.2206118,0
Suriname,SUR,1975,6.4377685,,7.352941,2.1367521
Suriname,SUR,1976,4.255319,,0,0
Suriname,SUR,1977,0,,0,0
Suriname,SUR,1978,4.132231,,4.7694755,0
Suriname,SUR,1979,3.877998,,8.047858,0
Suriname,SUR,1980,8.069071,,2.754214,2.754214
Suriname,SUR,1981,2.0839412,,22.35386,0
Suriname,SUR,1982,6.557377,,0,0
Suriname,SUR,1984,7.1301246,,2.0120723,0
Suriname,SUR,1985,0,,3.257329,0
Suriname,SUR,1986,7.1196337,,3.925186,2.5326073
Suriname,SUR,1987,7.307983,,2.4556148,0
Suriname,SUR,1988,2.5032542,,2.4191988,2.4191988
Suriname,SUR,1989,2.5540826,,3.5906644,0
Suriname,SUR,1990,0,,4.878049,0
Suriname,SUR,1991,2.5119948,,2.3714104,2.047628
Suriname,SUR,1992,0,,0,0
Suriname,SUR,1995,0,0,0,0
Suriname,SUR,1996,0,0,2.3047316,2.3047316
Suriname,SUR,1997,0,1.924113,2.3109632,0
Suriname,SUR,1998,4.15291,3.180611,0,0
Suriname,SUR,1999,4.131207,0,2.3272593,1.928752
Suriname,SUR,2000,2.0571053,0,1.9314713,2.3349211
Suriname,SUR,2001,4.086386,1.9218572,0,0
Suriname,SUR,2002,0,0,0,0
Suriname,SUR,2003,4.0189695,0,0,0
Suriname,SUR,2004,1.9892976,3.1576622,0,0
Suriname,SUR,2005,1.9708316,1.9083605,0,0
Suriname,SUR,2006,3.9202619,2.109994,5.7369056,2.109994
Suriname,SUR,2007,1.9550343,0,0,0
Suriname,SUR,2008,0,1.9156355,0,0
Suriname,SUR,2009,3.9134347,9.57671,1.9158189,0
Suriname,SUR,2010,3.9165769,0,2.125647,0
Suriname,SUR,2011,0,0,7.17669,0
Suriname,SUR,2012,1.9552636,0,0,0
Suriname,SUR,2013,3.9051058,0,1.9245203,0
Suriname,SUR,2014,5.8508043,0,2.8654938,0
Sweden,SWE,1951,4.816112,,5.969654,0.9127419
Sweden,SWE,1952,5.267594,,5.1252375,0.57865584
Sweden,SWE,1953,6.1716104,,4.830918,0.54929966
Sweden,SWE,1954,5.231689,,4.2398033,0.6783685
Sweden,SWE,1955,4.902819,,5.3721514,0.43323803
Sweden,SWE,1956,4.4569163,,4.0664783,0.79561526
Sweden,SWE,1957,6.0355783,,5.3119655,0.5401999
Sweden,SWE,1958,6.8933105,,5.220258,0.5495009
Sweden,SWE,1959,6.468918,,5.121997,0.65189046
Sweden,SWE,1960,6.6375265,,5.2965097,0.6620638
Sweden,SWE,1961,6.5010834,,4.28449,0.94906676
Sweden,SWE,1962,6.546081,,5.4373746,0.4237737
Sweden,SWE,1963,7.0921984,,3.43184,0.85796
Sweden,SWE,1964,6.7358456,,4.3355327,1.2252592
Sweden,SWE,1965,5.0074186,,4.4423876,0.46389362
Sweden,SWE,1966,5.4104476,,4.2773933,0.81874937
Sweden,SWE,1967,5.423602,,4.397774,0.30202356
Sweden,SWE,1968,5.0761423,,5.449861,0.62244356
Sweden,SWE,1969,4.3290043,,3.882467,0.6829935
Sweden,SWE,1970,4.704554,,3.6608863,0.34393808
Sweden,SWE,1971,9.261009,,3.3754544,1.2982517
Sweden,SWE,1972,6.441834,,3.707216,0.38175225
Sweden,SWE,1973,5.2681093,,4.753673,0.6688963
Sweden,SWE,1974,5.3308825,,3.7508724,0.578369
Sweden,SWE,1975,5.1491475,,4.2402825,0.38993955
Sweden,SWE,1976,4.976832,,2.424569,0.70089364
Sweden,SWE,1977,3.840374,,4.577916,0.45779163
Sweden,SWE,1978,5.939614,,2.9864676,0.30706245
Sweden,SWE,1979,3.8429408,,2.935606,0.3120125
Sweden,SWE,1980,4.452055,,3.3512065,0
Sweden,SWE,1981,4.192872,,2.1396616,0.54844606
Sweden,SWE,1982,3.0200746,,1.5871441,0.21862702
Sweden,SWE,1983,4.132974,,1.8205725,0.4461796
Sweden,SWE,1984,4.3134437,,2.162496,0.20052136
Sweden,SWE,1985,4.1366906,,2.082249,0.26560426
Sweden,SWE,1986,4.021938,,1.6652789,0.7936508
Sweden,SWE,1987,3.3764772,0.80822074,1.7540239,0
Sweden,SWE,1988,2.5091681,1.0191948,1.2167917,0.20811655
Sweden,SWE,1989,1.7832376,0.989805,1.2867465,0
Sweden,SWE,1990,2.2150624,1.2520466,2.0225368,0.66072017
Sweden,SWE,1991,3.4447823,0.7509622,1.269304,0
Sweden,SWE,1992,4.671948,1.2290045,1.1825707,0.50411695
Sweden,SWE,1993,3.0395136,1.1911852,0.9926544,0.2977963
Sweden,SWE,1994,3.0181086,0.8674699,0.8679049,0.19277109
Sweden,SWE,1995,2.1982415,1.0312822,0.5156411,0.1755618
Sweden,SWE,1996,1.9755038,0.9506525,0.9451796,0.16940539
Sweden,SWE,1997,2.1297193,1.0513405,0.7885054,0.19069412
Sweden,SWE,1998,2.0665038,1.6977929,1.1657276,0.32562682
Sweden,SWE,1999,2.1715174,0.89759445,0.698129,0.25559956
Sweden,SWE,2000,3.8260272,1.1331923,0.8488564,0.1675143
Sweden,SWE,2001,3.1821852,1.264016,1.069552,0.17492977
Sweden,SWE,2002,3.0906923,0.79892063,1.5978413,0
Sweden,SWE,2003,2.0851796,1.1201515,0.5091598,0.19443244
Sweden,SWE,2004,2.2533236,1.222596,1.2520293,0.203766
Sweden,SWE,2005,2.4714792,0.7251973,1.0417486,0.5133088
Sweden,SWE,2006,2.919139,1.0357906,0.92514735,0.42702743
Sweden,SWE,2007,1.2622005,1.1311462,0.80720264,0.48552057
Sweden,SWE,2008,2.0816066,0.5525344,0.6630413,0
Sweden,SWE,2009,2.3669293,1.1852849,1.4437807,0.23163591
Sweden,SWE,2010,1.6246954,1.0330573,0.65740013,0
Sweden,SWE,2011,2.0544891,0.6161012,0.82729787,0.3080506
Sweden,SWE,2012,2.44836,0.8123154,0.7220582,0
Sweden,SWE,2013,1.7938739,0.97580665,0.7893244,0
Sweden,SWE,2014,1.7384686,1.1634378,0.7850868,0.21429612
Sweden,SWE,2015,3.4769373,0.8723187,0.38781258,0
Sweden,SWE,2016,1.6290964,0.75846,0.46765488,0
Sweden,SWE,2017,1.9238286,0.8270231,0.1837829,0
Sweden,SWE,2018,2.7206004,0.6349949,0.49216735,0
Sweden,SWE,2019,2.4900873,0.73476195,0.36075833,0
Sweden,SWE,2020,2.2738605,0.8136472,0.16071498,0.1808105
Sweden,SWE,2021,2.2410147,0.8184739,0.16077726,0.20936751
Sweden,SWE,2022,1.906823,0.5810194,0.4566817,0.16067393
Sweden,SWE,2023,1.4260622,0.7391615,0.46197593,0.21547127
Switzerland,CHE,1951,5.7989693,,4.892368,0.95134544
Switzerland,CHE,1952,4.96586,,5.0700145,0.4016602
Switzerland,CHE,1953,7.352941,,4.7944384,0.6650705
Switzerland,CHE,1954,5.5524707,,4.2995343,0
Switzerland,CHE,1955,5.2232957,,3.5782442,0.47709924
Switzerland,CHE,1956,5.701537,,5.363528,0.83432657
Switzerland,CHE,1957,6.239501,,4.871673,1.0639713
Switzerland,CHE,1958,5.8990088,,5.679801,0.5306447
Switzerland,CHE,1959,7.0307007,,5.534621,0.994629
Switzerland,CHE,1960,6.338028,,4.4460044,1.0495933
Switzerland,CHE,1961,7.165973,,3.9004245,0.9177469
Switzerland,CHE,1962,7.181329,,4.900869,0.77968365
Switzerland,CHE,1963,5.320328,,5.09872,0.542417
Switzerland,CHE,1964,6.0200667,,3.6986156,0.42269894
Switzerland,CHE,1965,6.103074,,3.6063886,0.8135751
Switzerland,CHE,1966,6.375228,,3.8379962,0.56727934
Switzerland,CHE,1967,5.67022,,3.3908448,1.1967688
Switzerland,CHE,1968,3.5906644,,4.3616176,1.0904044
Switzerland,CHE,1969,7.284768,,3.370341,0.7930214
Switzerland,CHE,1970,5.856833,,2.8772695,0.43883708
Switzerland,CHE,1971,5.117271,,3.9777248,0.6591958
Switzerland,CHE,1972,4.2043304,,5.3202167,0.22121446
Switzerland,CHE,1973,6.184292,,3.7863283,1.011236
Switzerland,CHE,1974,4.4319096,,3.4674792,0.5521811
Switzerland,CHE,1975,4.7524753,,2.980093,0.47681487
Switzerland,CHE,1976,4.7142015,,1.4981273,0.6242197
Switzerland,CHE,1977,4.5195518,,2.3894863,0.56657225
Switzerland,CHE,1978,4.9554014,,1.9831433,0.49578583
Switzerland,CHE,1979,4.0346985,,2.0465593,0.9451796
Switzerland,CHE,1980,5.1631556,,2.7480474,0.49115914
Switzerland,CHE,1981,4.4510384,,1.3290018,0.5906674
Switzerland,CHE,1982,2.839668,,1.0486891,0.7896815
Switzerland,CHE,1983,2.2629554,,2.1170423,0.9073038
Switzerland,CHE,1984,4.931893,,2.7368102,0.34083164
Switzerland,CHE,1985,6.091618,,1.8267621,0.45669052
Switzerland,CHE,1986,4.2994437,,1.3652912,0.27419797
Switzerland,CHE,1987,2.604845,,1.216545,0.30120483
Switzerland,CHE,1988,4.5116773,,1.0692328,0.3356831
Switzerland,CHE,1989,3.2145727,,1.472754,0.26504108
Switzerland,CHE,1990,4.265529,,1.0139049,0.26198584
Switzerland,CHE,1991,2.3591087,,2.5326073,0.31496063
Switzerland,CHE,1992,5.7098365,,1.6641243,0.60808754
Switzerland,CHE,1993,2.0361414,,1.4607426,0.4131378
Switzerland,CHE,1994,3.2581453,,1.803535,0.5339028
Switzerland,CHE,1995,4.4598613,0.5284016,0.95374346,0
Switzerland,CHE,1996,1.7215937,0.7890584,1.1835876,0
Switzerland,CHE,1997,1.9593437,0.7893698,1.0524931,0
Switzerland,CHE,1998,3.6425006,0.52808416,0.6601052,0
Switzerland,CHE,1999,1.1965587,0.60173035,0.7968487,0.23335752
Switzerland,CHE,2000,3.5370436,0.97031564,1.1764125,0.2352825
Switzerland,CHE,2001,2.5520146,0.81138426,0.67615354,0
Switzerland,CHE,2002,2.5043542,1.0222597,1.0004869,0
Switzerland,CHE,2003,1.8217467,1.9267576,1.284505,0.2446178
Switzerland,CHE,2004,2.966438,1.573742,1.2876071,0
Switzerland,CHE,2005,2.0687752,1.5700169,0.6541737,0.25050226
Switzerland,CHE,2006,1.3942529,1.3199211,0.7300933,0.254996
Switzerland,CHE,2007,2.8206623,0.7348068,0.8817681,0
Switzerland,CHE,2008,1.8968898,0.5214879,0.78223187,0
Switzerland,CHE,2009,1.9084561,1.4452747,0.43855226,0.29236817
Switzerland,CHE,2010,1.9267312,0.87067944,0.2902265,0
Switzerland,CHE,2011,2.4159725,0.85641855,1.1418915,0.2601061
Switzerland,CHE,2012,1.7140416,1.1264259,0.70401615,0.3103195
Switzerland,CHE,2013,1.7304931,0.83169764,0.49879602,0
Switzerland,CHE,2014,1.7608469,1.3698686,0.5997343,0
Switzerland,CHE,2015,1.7446961,2.2297628,0.4024917,0
Switzerland,CHE,2016,1.4908203,0.26391038,0.47978085,0.23989043
Switzerland,CHE,2017,1.475561,1.0521381,0.3898904,0
Switzerland,CHE,2018,1.9408243,1.388553,0.57856375,0
Switzerland,CHE,2019,0.9552946,1.2734278,0.46207944,0.23103973
Switzerland,CHE,2020,1.7087007,1.1323917,0.56500685,0.27650127
Switzerland,CHE,2021,1.2019635,1.1211517,0.27525613,1.1092131
Switzerland,CHE,2022,0.94748336,1.3710951,0.5484381,0
Switzerland,CHE,2023,1.8695083,1.4375458,0.24539877,0
Syria,SYR,1998,1.3895457,0.57659256,0.15041544,0.6240763
Syria,SYR,1999,2.2744956,0.6152428,0.988783,0.26367548
Syria,SYR,2000,1.6469116,0.34740436,1.7587346,0.21712771
Syria,SYR,2001,2.626043,0.44698218,1.5963649,0
Syria,SYR,2002,1.6403707,0.50441426,1.2820529,0.07935995
Syria,SYR,2003,1.7320232,0.6859145,0.83141154,0
Syria,SYR,2004,0,0,0,0
Syria,SYR,2005,1.6423994,0.53684175,0.59815717,0.25847936
Syria,SYR,2006,1.2893456,0.7582244,0.5054829,0.10868994
Syria,SYR,2007,2.1512177,0.18994026,0.4642984,0.16883579
Syria,SYR,2008,1.9596103,0.56252193,0.8710017,0.24568078
Syria,SYR,2009,1.7588552,0.5171103,0.76674974,0.091966
Syria,SYR,2010,2.2083757,0.50520676,0.7578102,0.2165172
Tajikistan,TJK,1981,3.5266457,,2.3718002,0.40893105
Tajikistan,TJK,1982,3.4390523,,2.637468,0.54605025
Tajikistan,TJK,1985,3.4105186,,2.8232229,0.43434197
Tajikistan,TJK,1986,3.180774,,2.4297118,0.31938678
Tajikistan,TJK,1987,3.4910107,,2.990232,0.3052736
Tajikistan,TJK,1988,4.473503,,2.3596938,0.89285713
Tajikistan,TJK,1989,4.0410843,,1.9086319,0.76933837
Tajikistan,TJK,1990,3.661175,,2.4232144,0.89230555
Tajikistan,TJK,1991,4.0816326,,1.9414048,0.9412872
Tajikistan,TJK,1992,4.606099,,1.0128862,0.22508581
Tajikistan,TJK,1993,3.8729668,,1.6261986,0.31363693
Tajikistan,TJK,1994,3.6780932,,1.538039,0.36583135
Tajikistan,TJK,1995,0.7090187,,0.8496692,0.13255566
Tajikistan,TJK,1996,2.4174378,,1.0628817,0.24868925
Tajikistan,TJK,1997,1.6634676,,0.8749825,0.22751419
Tajikistan,TJK,1998,1.9668198,,1.0702722,0
Tajikistan,TJK,1999,2.6189666,,1.5138106,0.5677921
Tajikistan,TJK,2000,2.0842645,,0.97136754,0.14335725
Tajikistan,TJK,2001,2.5122645,,0.7512388,0.3833486
Tajikistan,TJK,2002,3.3064373,,0.5818741,1.4844235
Tajikistan,TJK,2003,3.4346006,,0.19453739,0.81673276
Tajikistan,TJK,2004,3.209033,,0.45576358,0.64340466
Tajikistan,TJK,2005,2.3880272,,0.70493734,1.057406
Tajikistan,TJK,2016,2.0337238,0.39046142,0,0
Tajikistan,TJK,2017,2.2782812,0.19296926,0.5789078,0.5789078
Tajikistan,TJK,2018,2.3487778,0.1630261,0.55037916,0.40756524
Tajikistan,TJK,2019,2.7844474,0.55519336,1.0227627,0.43622336
Tajikistan,TJK,2020,3.0703793,0.15518263,0.8147088,0.3034491
Tajikistan,TJK,2021,1.9550838,0.340212,0.61098623,0.15847358
Tajikistan,TJK,2022,1.4918749,0.29363132,0.60462004,0.07715752
Thailand,THA,1969,0.81062824,,0.051909223,0.027943367
Thailand,THA,1970,0.865079,,0.12801349,0
Thailand,THA,1971,0.83350855,,0.05003657,0.01961691
Thailand,THA,1972,1.0515711,,0.081907585,0.042556457
Thailand,THA,1973,1.3752203,,0.25038263,0.01691003
Thailand,THA,1974,1.6211131,,0.22368525,0.07912131
Thailand,THA,1975,1.1970929,,0.6102772,0.11888516
Thailand,THA,1976,1.266847,,0.2053682,0.03500235
Thailand,THA,1977,1.5596039,,0.23669806,0.05522955
Thailand,THA,1978,2.1750164,,0.2844942,0.11063663
Thailand,THA,1979,2.1007197,0.3413577,0.41280466,0.026359767
Thailand,THA,1980,2.2186468,0.24864136,0.57720315,0.05328029
Thailand,THA,1981,2.1779585,0.25800902,0.51601803,0.08921308
Thailand,THA,1982,2.4974635,0.2688653,0.4969934,0.11406406
Thailand,THA,1983,2.3797116,0.28860793,0.5442321,0.19790258
Thailand,THA,1984,2.1885333,0.36008018,0.35916987,0.06462978
Thailand,THA,1985,2.3019073,0.33852065,0.7616715,0.0280598
Thailand,THA,1986,2.188308,0.20828572,0.59980243,0.018935068
Thailand,THA,1987,2.0902438,0.3384291,0.58140385,0.057519924
Thailand,THA,1990,2.2160056,0.05273716,0.7788771,0.080098756
Thailand,THA,1991,1.9225549,0,0.8330741,0.03562603
Thailand,THA,1992,1.8968352,0,0.80548704,0
Thailand,THA,1994,2.298444,0,1.0492407,0
Thailand,THA,1995,1.9247929,0.17229371,0.71789044,0
Thailand,THA,1996,2.5572526,0.541761,0.9480817,0.07497736
Thailand,THA,1997,1.6632664,0.20538542,0.86133665,0.01918289
Thailand,THA,1998,2.146211,0.60471547,0.94176996,0.12626247
Thailand,THA,1999,2.748784,0.63324666,1.3469056,0.04428331
Thailand,THA,2000,3.0186026,0.85341585,1.7660148,0.1010624
Thailand,THA,2002,4.0440497,1.0748148,1.6552147,0.046609327
Thailand,THA,2003,3.523082,1.1563536,1.6102494,0.05631813
Thailand,THA,2004,3.5535634,0.84935975,1.6545969,0
Thailand,THA,2005,3.7111237,0.97912484,1.7219092,0
Thailand,THA,2006,3.6872184,0.9266725,1.5902158,0
Thailand,THA,2007,3.9361403,1.1202806,1.650306,0.06201835
Thailand,THA,2008,3.6049833,0.8931018,1.7617351,0
Thailand,THA,2009,3.5303116,0.90387857,1.461064,0.02437488
Thailand,THA,2010,3.5487087,0.9880957,1.6509954,0.03138693
Thailand,THA,2011,3.030116,0.9779755,1.2538147,0
Thailand,THA,2012,3.383541,1.0345676,1.2869011,0.03201172
Thailand,THA,2013,3.814384,0.75996274,1.5199255,0.10473084
Thailand,THA,2014,3.560735,0.91901404,1.7359154,0
Thailand,THA,2015,3.8112783,0.906863,1.4768912,0.056907132
Thailand,THA,2016,3.0306218,0.71250314,1.6625073,0.105556026
Thailand,THA,2017,3.2785606,0.37597933,1.6784792,0.14770617
Thailand,THA,2018,3.2771163,0.5341205,1.4927983,0.14999154
Thailand,THA,2019,3.5697684,0.6725882,1.5413481,0.09183145
Thailand,THA,2021,2.8453586,0.5884154,1.4400692,0.06717832
